gene_names,iBAQ_avg
CPLA2,6.095487333
BCRM1,6.095301333
LRRC57,6.095062667
ENL,6.094462
DERP9,6.094005
AIK2,6.093023667
MOSC1,6.092865333
C5orf7,6.092567333
FACE2,6.091572333
POLRMT,6.090785
MYO1C,6.090618
CSRP2,6.090489667
EP58,6.090356667
KIAA0064,6.090296
MAP4K5,6.089956333
KIAA1452,6.089901
GNE,6.089240333
SNX30,6.089195333
ZBP89,6.087967
MTMR6,6.087678667
COG7,6.086637
LBP1,6.085447667
C21orf10,6.08538
EZH2,6.085333
CGI-13,6.085058667
PANK4,6.084846667
MAP7D2,6.084664333
CGI-17,6.084337
LEMD2,6.084320667
PNKP,6.083816333
My010,6.083737667
FUCA2,6.083332667
KIAA1248,6.083298667
XPA,6.082983
HSD17B7,6.082389667
CRABP1,6.082306667
NFXL1,6.081987333
My038,6.081889
KIAA1162,6.081749333
ULK3,6.080995333
GNL3L,6.080798
ALAD,6.080327667
KIAA1966,6.080307
PCYOX1L,6.079785667
hCG_32771,6.079376333
EEF2K,6.078192333
GNN,6.078122667
AS160,6.077028667
GST1,6.076929667
KIAA0764,6.076673333
PP13624,6.075790333
ATRX,6.075287667
PA26,6.075285667
DDX55,6.074562333
GALNT7,6.074177
BCLAF1,6.073938667
FIM,6.073832667
C14orf94,6.073190333
HAUS7,6.072978
ACSF2,6.072633333
C7orf27,6.072352667
PTPN9,6.071333667
ATAD3B,6.071037
HTRA2,6.070865333
C2orf29,6.070430667
HSS,6.070340667
SAMD4B,6.070166
C1orf85,6.070153
NPTB,6.070063333
CGI-32,6.069365667
C21orf108,6.06867
EPDR1,6.068639333
SMARCA1,6.067795667
HERC4,6.067533
SH3BP1,6.067484
RABEX5,6.065357
HSPC196,6.064389667
SIR2L,6.064243667
LEO1,6.064154
RTKN,6.063988333
CCDC9,6.061491667
ATP11C,6.061398667
YES,6.061320333
ARG147,6.061094667
KIF3A,6.060793
CGI-60,6.060619333
DAPAT,6.060418333
ADTB1,6.060047
ADRBK1,6.060041
TTC19,6.059996667
ELP3,6.059277333
ACSVL1,6.058556
ATL3,6.058473
D16S2531E,6.058076333
AKT1,6.057905667
CCDC51,6.057066
GCP16,6.055776667
RFT1,6.055635333
ABH2,6.055421667
PIK3R4,6.054200667
KIAA0669,6.053916667
CDK16,6.053458667
COL4A3BP,6.053184333
MID1IP1,6.053181
CPNE8,6.052169
DHX57,6.051821667
NME6,6.05119
SORT1,6.051128667
F11R,6.051099333
MAPT,6.050727333
PAK1,6.050722333
KIAA0524,6.050191
SAP45,6.048910667
VPS33A,6.048744667
CGBP1,6.048412333
CREG,6.047946667
IRAS,6.047484667
B7H3,6.047286333
CUTL1,6.046476667
COAC,6.046305333
DCAF8,6.046276667
FASTKD5,6.045882667
PRPS2,6.045420333
KIAA1187,6.045263
PTPN2,6.044443
PLCB3,6.044324667
MTX3,6.043894
TOR1AIP1,6.043888667
VPS37B,6.042898
FACD,6.042861333
C6orf162,6.042814667
FBI1,6.042627667
GLTSCR2,6.042364
ALR,6.042296667
C17orf39,6.042193
GOSR2,6.041694667
C2orf9,6.041252
HZGJ,6.040804
CDA09,6.040353
BTCD,6.039140333
SLC25A36,6.038854667
MLLT4,6.037643
MED21,6.036850333
AFG2,6.036726
CDC91L1,6.036609333
DGCR13,6.036380667
IWS1,6.035576
HAUS5,6.033907333
KIAA0415,6.031806
RAB6B,6.031487667
SFRS8,6.029609333
MTND1,6.029376333
PAAF1,6.029257667
ACSF3,6.028839333
WDR45L,6.028806
RB1,6.028464333
OS-9,6.027669667
ATP13A,6.027320667
KID,6.026264
ANKRD17,6.026061333
BORG4,6.024775
CHD8,6.024280333
MDP1,6.023376667
GALE,6.022551667
CHEK1,6.022285
INTS4,6.022092333
RBM30,6.021513667
KIAA0309,6.021043
APG16L,6.020383
C1orf131,6.01981
KIAA0315,6.019773333
C17orf81,6.01961
KIAA1125,6.019282667
CRSP34,6.017863667
FNDC3,6.017715
ARP1,6.017272
VPS26B,6.016926667
1-Sep,6.016913
ACY1,6.016456667
C4orf52,6.016389333
AUP1,6.01603
BOLA1,6.015878
MSK1,6.015761333
MLYCD,6.015536333
C17orf101,6.015446
DPAGT1,6.015012333
CDK8,6.014336333
C16orf53,6.013863333
BM-001,6.013077
KIAA1435,6.012994667
CDC42BPA,6.012794333
KRAS,6.012514
ERCC1,6.011460667
CGI-65,6.011363333
SNUPN,6.010898667
15E1.2,6.009567333
CTDSPL2,6.009554
STAU2,6.009396
AP3M2,6.008967667
CASP2,6.008835667
PAF400,6.008715667
C16orf6,6.008298667
SACM2L,6.007939333
CCDC132,6.006733333
RAB12,6.004681667
LP3587,6.00326
L6,6.002585667
FP2653,6.00255
C13orf9,6.001152
C2orf3,6.000374333
NMNAT,6.000064333
RAB22,5.999286
C1orf160,5.99928
C11orf57,5.998869333
SLC30A1,5.998610667
ANKRD28,5.998338333
C2orf30,5.998108333
HSPC024,5.997589
EDR,5.997411667
ADA3,5.997065
AD-007,5.995829667
C19orf29,5.995574333
PHKA1,5.995415667
BP75,5.995214333
KIAA1266,5.994886
ACP2,5.994452667
HCA4,5.994030667
REL,5.994020333
KIAA1990,5.994005667
CINP,5.993802333
RG9MTD2,5.993647333
KIAA0072,5.993204667
MTMR5,5.989811333
ZADH2,5.989760333
ANAPC5,5.989373667
NEDD1,5.988149
ARC205,5.988115667
PIK3C3,5.987957333
BAF45A,5.98728
ACTR5,5.985971
ARCP,5.985206
REPS1,5.985134333
MAN2A1,5.983607667
CAMK1D,5.983442
ZWILCH,5.983263
FDX1L,5.982973333
FKSG26,5.982829333
HMMR,5.982776333
C6orf67,5.981862
ATF7IP,5.980605333
TBCC,5.980137667
OTT3,5.980094
CORO1,5.979587667
C19orf32,5.979331667
KIAA0339,5.978903667
SNRNP27,5.977742333
KIAA0929,5.977036
C20orf48,5.976876
ACOD4,5.976568333
ARMC10,5.976284333
ENDOD1,5.976274
MAPKAPK3,5.976256667
API3,5.976147333
SHC1,5.975998667
GUSB,5.975680333
AD-018,5.975179667
CTMP,5.973360333
C10orf3,5.973169
BRMS1L,5.973050333
C2orf47,5.972284
USP19,5.971814333
MARCKSL1,5.971746333
CRSP3,5.971740667
BTAF1,5.971641667
FKBP23,5.971513333
ETFDH,5.970593667
COMMD10,5.970508333
FAM169A,5.970144667
RASA,5.968212333
ARHGAP35,5.966342333
SIX1,5.965747333
ALP,5.965374667
ATAD2,5.965229
MKLN1,5.963940333
ARH6,5.963239333
WIZ,5.962910333
C14orf169,5.962399667
KIAA1730,5.961783667
NF2,5.961001667
BNIP1,5.960716667
MBLAC2,5.960649333
ALDH4,5.960325
BGL,5.959136667
C18orf24,5.958643333
CRIPT,5.958073
KIAA0084,5.957616333
SEN54,5.956809333
C17orf37,5.956577
AD025,5.956574
NTT73,5.955770667
CLIP1,5.954736333
PIK3C2A,5.954164333
H1F5,5.953772
CAPG,5.953739
HTF9C,5.953331
HSP70B,5.952811667
ECE2,5.952155
CDK7,5.951606667
KIAA1468,5.951354333
GM2A,5.950988333
FUBP1,5.950972333
C1orf171,5.949814
SAV1,5.94947
A4,5.948649333
ELAVL2,5.948395333
HSD38,5.94776
BR22,5.947644667
EDARADD,5.947531667
PP10631,5.94695
HCCS4,5.946114
MOSPD2,5.946018
CGI-125,5.945802333
NIMP,5.945720333
SMP1,5.94464
PXK,5.944239
AGPAT8,5.943786
CBP,5.942966667
BCL10,5.942455333
ORC2,5.941886
BUB1B,5.940979667
CYP20A1,5.940459
TBPL1,5.940212333
GPRK6,5.939350333
TRIP4,5.938736667
AD-008,5.938309667
FRAP,5.936102667
KIAA1475,5.935953333
ARMC8,5.935527
VRK2,5.935321667
ARFRP1,5.934511
NCAM,5.934304
C14orf133,5.933465333
CIF150,5.932047
FAM122B,5.931299
NHEJ1,5.930844
MAP3K7,5.930492667
FAM118B,5.929982
FAH,5.929869
PP3476,5.928474
GSN,5.927381667
AGO1,5.925621333
DIM2,5.925538667
CHM,5.92507
CCNYL1,5.924715
FBX30,5.924315
ARAF,5.924181
NFKB1,5.923731
RCCD1,5.922487667
MRS1,5.922386667
SRFBP1,5.919777667
ARC150,5.919287333
NME4,5.919253333
C16orf84,5.919072667
KIAA0733,5.917289333
A4,5.917252667
KIAA0259,5.916428667
EXOC6B,5.915995667
RNF85,5.915752667
INPP4A,5.915622667
DADB-104B20.5-004,5.915321667
ANKRD25,5.914610667
ARAP1,5.914459667
AMPK,5.914083333
C9orf64,5.913176333
NAA16,5.912905333
KIAA1031,5.912349667
GTF2H3,5.912131333
IXL,5.911332667
OXSM,5.911136333
TLK2,5.909788
IKBA,5.90937
TRAM,5.907742667
ASCC1,5.907687333
FLN29,5.907561333
GGA2,5.907460667
KIAA0244,5.906487
CDKN2AIPNL,5.906483667
WDSAM1,5.906284667
CXXC3,5.906278667
KIAA0055,5.906266333
PRKACB,5.906198
RAD51C,5.905895333
RNF25,5.905382333
MYH12,5.905036333
PXN,5.90466
BAF60A,5.904459333
JM5,5.9044
ACDP3,5.904142667
DIP2B,5.903715667
CTNNAL1,5.903457
CTSZ,5.903076667
FYN,5.902597
C4orf14,5.902369333
NOL55,5.902300333
RARS2,5.902087333
C9orf34,5.902021667
CAMSAP3,5.902008333
BLOC1S2,5.901872
CBLL1,5.90174
TAF2D,5.901387667
CGI-09,5.901338333
BICD2,5.901303667
GNG2,5.90123
CKLFSF8,5.900094333
CD58,5.899710333
FAM33A,5.898475
PECR,5.898294667
AHCTF1,5.897738333
PEX5,5.897598667
ANKRD13,5.897498333
MTR,5.897344333
LUZP5,5.896688
TTC5,5.896680333
ANO10,5.896146667
METT10D,5.893681333
MEF2D,5.892809333
HDAC6,5.892668667
DIS3L2,5.892604667
SFRS2B,5.8923
ANX8,5.891559667
KIAA0302,5.890357667
TARBP1,5.889556
DUSP11,5.888753
HC90,5.888293333
ALG10,5.88824
STB2,5.888181667
NRM,5.88814
ANKMY2,5.886641
NQO1,5.886632
MED22,5.886358667
ERCC11,5.886063667
CGI-127,5.885853
C20orf147,5.885493667
KIAA1541,5.884420667
ACAS2L,5.884336667
HPS3,5.88387
ERF3B,5.883489
3-Sep,5.883450333
P53R2,5.883180667
FBL18,5.882823667
ACTR8,5.882687333
GATSL2,5.882582333
PI4KB,5.88156
ADPSP,5.881541
SUHW3,5.880409667
RABEP2,5.880339667
OTUD5,5.879967667
HLAC,5.879714667
CAND2,5.879253667
ANAPC4,5.878904667
IQGAP2,5.878677667
ALDH1L2,5.878003
CHID1,5.877847333
RAB5,5.877744
FAM51A1,5.877307333
CAPD3,5.877244333
RFX1,5.87657
CCNB,5.875816
ALG9,5.875759
ABCB6,5.873741
HSPC199,5.873041
RAF,5.872856
C8orf41,5.872833333
DAGLB,5.872599
DAG1,5.871788
CCDC117,5.871127333
DGK,5.870694
PP446,5.869895
NAT1,5.869642667
LST005,5.86964
SLC35A3,5.869613333
BRN1,5.869528667
COMMD2,5.866556
UBR1,5.866228667
KIAA1303,5.865792667
MBD2,5.865756
C20orf172,5.865572
C21orf80,5.864900667
PIP4K2B,5.863735667
C11orf79,5.862801333
SYK,5.862315667
GLT8D3,5.861450333
CLGN,5.861153667
GAA1,5.861031333
ROCK1,5.860324667
DCAF11,5.859436333
DRB1,5.858457667
KIAA1708,5.857867667
PAR3,5.857591333
C3orf58,5.857186333
RBM12B,5.856504
CYTB,5.856268667
PAF65B,5.856051
BCKDK,5.855832667
RAB22B,5.855511333
SUFU,5.855075
C1orf142,5.855025
CDCA1,5.855003667
TMEM41A,5.854606667
KIAA1073,5.854542333
ECK,5.853807
GPATC8,5.853775333
HCCS4,5.853477667
LAMB2,5.853227333
RB2,5.852655667
RSBN1L,5.852044667
LEPREL2,5.851925667
ENOSF1,5.851915
ORP6,5.851781333
COCA2,5.850868
HSF1,5.850606
LYSMD1,5.850552667
C1orf24,5.850171333
KIAA0093,5.849831667
ANKLE2,5.848481667
BRD9,5.846984667
PMM1,5.846516
STX16,5.846344333
CHML,5.845965
DKFZp666O0110,5.84543
ECD,5.845404
AGA,5.844755
YAP1,5.843363
FAM101B,5.842838333
ASML3B,5.842597333
KIAA1721,5.842447667
CAGF28,5.841924
KIAA1932,5.84128
FKSG11,5.840873
tcag7.1079,5.840660333
ECGP,5.840476333
EKI1,5.838913667
EXOC6,5.838701
CASP6,5.838664667
KIAA1850,5.838184333
XPNPEP3,5.838138667
NOPD1,5.837989
CYPC,5.837904333
SPAG5,5.836833333
CSNK1G3,5.836374
PARG,5.835835
MTND6,5.835783
PRKAB2,5.835735667
JNKK2,5.834601333
TMEM209,5.834349
KIAA0662,5.834156333
RABL2A,5.834083
CCDC101,5.832479667
PTGR2,5.832332
KIAA0864,5.831229333
DAP4,5.831051
MOF,5.831029
C14orf21,5.830846333
CD49B,5.830171667
HSPC096,5.829715667
TAF2C,5.829651333
ENGASE,5.829122667
CLIM2,5.828710667
RAP2C,5.827605
BIRC6,5.827268667
DDR2,5.827242667
CDS2,5.827175333
KIAA0676,5.827169333
GC,5.826875
RPL39,5.825909333
MOP3,5.825898667
KIAA0029,5.825696333
CCDC99,5.824945333
CHUK,5.824258
MAPRE3,5.824214667
IDN3,5.823176667
SMC6,5.823007667
RILPL1,5.822566667
TTC26,5.822383
KIAA1429,5.821975
MAP3K2,5.821420667
MITD1,5.820398667
KIAA1421,5.820252
PARL,5.820013333
MPP5,5.818740333
DMDL,5.818469
APB,5.817625667
ABCC4,5.817247
ARHGAP2,5.817067333
CD97,5.816419333
PTER,5.816342
GOLGA3,5.815874
MST2,5.815718667
hCG_21557,5.815542333
CD44,5.815430333
ADA2B,5.815264
CBX4,5.815041667
CTTNBP2NL,5.815016
R3HCC1,5.814657
NOL12,5.814140333
FAM133B,5.813375
BTF2,5.813235667
INTS9,5.812890667
C1orf164,5.812631333
C8orf53,5.811624333
TOM1L2,5.811456667
ABLIM1,5.811403
C14orf151,5.810740667
C14orf124,5.810702
TMEM201,5.810443333
CASP11,5.81015
KIAA1040,5.810023333
CCC6,5.808438
TCOF1,5.807954333
C11orf46,5.807699333
TJP2,5.806875333
C20orf67,5.806424
HSPA2,5.805966
BM-021,5.80546
GOLGA4,5.805109
NCK2,5.804524
MTIF2,5.803514667
DDB2,5.803275333
AKAP350,5.803189667
GDE4,5.803174667
KIAA0359,5.802595667
GRPEL2,5.802591333
APBB1,5.802505333
PHACTR4,5.802195667
ABHD12,5.802034
SLC38A9,5.801539667
ORC6,5.801091667
EFG2,5.801019667
ALG1,5.800832333
LAR,5.800701
XRCC4,5.800155333
ANKZF1,5.799571667
MDP1,5.799357667
APIP,5.799047333
ALG11,5.798186333
L3MBTL2,5.797104
COG5,5.796947333
CYP4X1,5.796523667
HS2,5.796332667
LAMB1,5.796078333
BOD1L,5.796049
MEG1,5.795028333
ECHD,5.79468
INPPL1,5.793937
CGI-31,5.793839333
CGI-87,5.792354333
TRAF2,5.791911667
PSS2,5.791016667
LRRFIP2,5.790765333
KIAA1741,5.790734667
ARFGEF2,5.789580667
AD158,5.787429333
SLC39A3,5.786800333
AMZ2,5.785544333
BPTF,5.785443333
NGLY1,5.785348667
INPP5B,5.784679333
TFPT,5.784323667
PFKFB2,5.783904333
GTPBP8,5.783048
SF1,5.782766667
ERK6,5.782191
C19orf54,5.781698333
KIAA0245,5.780234
JHDM3A,5.780219333
C19orf6,5.780062667
PODXL2,5.779715
SLC5A3,5.7777
KIAA1111,5.777578667
EARS2,5.777498
COG3,5.777143667
CXXC8,5.775982667
ANKRA1,5.775639667
EIF4ENIF1,5.7749
KMT3C,5.774737667
ARID3B,5.774618333
FBX3,5.774443333
LENG1,5.773471
TMLH,5.772645667
SCAF1,5.772334
GMEB2,5.771346667
CCDC18,5.770851333
TIM,5.770116333
TRIO,5.76983
TDRD2,5.769592333
DB1,5.768698
CBL,5.767588
PRO1677,5.767006333
ABH3,5.765598
AD-017,5.764650333
CHPPR,5.764375
CHCHD6,5.764098333
ALG3,5.763809333
DAPK3,5.763729667
DDX33,5.763441667
AGAP3,5.763189667
GCC2,5.762886
ARL5B,5.762879667
MAPKAPK1A,5.762193
GLE1,5.762148
HRAS,5.761946
INTS1,5.761367667
FKBP60,5.760742333
BRN2,5.760407667
MAP7D3,5.760261667
BTRCP2,5.760118333
MASTL,5.759798
DNAJA5,5.759219333
DPH1,5.759105
ANAPC2,5.758309667
BCOR,5.758234333
CXorf38,5.757677
FAM45A,5.755897667
ARID1B,5.754929667
NPC1,5.751435667
CAT1,5.750979
KIAA0191,5.750631667
IKBR,5.749253333
ANKRD46,5.749076
HARS2,5.748236667
ARFGAP1,5.748042667
TRIM65,5.747855333
BCL7C,5.746727333
CXXC2,5.746450667
CCDC137,5.745851333
KIAA1515,5.745669333
OIP3,5.745551333
C16orf75,5.744819
C14orf24,5.744238667
ARR1,5.744002
APOBEC3F,5.743712
MORG1,5.742838
HSET,5.740962333
NLRX1,5.740640667
KIAA0305,5.740616667
PRKRIP1,5.740558667
ATSV,5.739344333
ENPP1,5.738708667
RSBN1,5.738547
ARHGEF10,5.738179333
DNAJC20,5.737629667
ANKRD52,5.737403333
KIAA1712,5.737279667
DRBF,5.736324667
BRAF,5.735953333
ITGAV,5.735627333
DRHC,5.735235667
HMGA1L4,5.734560333
DKFZp434J046,5.734101
HOOK3,5.733931333
CKAP2,5.73326
PVR,5.73216
ELMO1,5.731942
BAT2L,5.731803
C3orf38,5.731502333
KIAA1196,5.731178
ATPBD4,5.731058667
C20orf42,5.730630667
CPRP1,5.730618333
ARID4B,5.730065667
HNRNPR,5.729194333
KIAA0099,5.729116333
POM121C,5.728985333
MTPOLB,5.727711667
KIAA0133,5.72722
C11orf84,5.726107
hCG_37170,5.724365667
ARA160,5.724358333
BAG1,5.723786667
TBC1D8B,5.723280333
GAN,5.723041
CCDC16,5.723024667
HRIHFB2206,5.722306667
HSPC243,5.722124
HGK,5.721400333
MYO9B,5.720807333
PMS1,5.719982333
RBP7,5.719972667
MAN1A1,5.718279667
CGI-88,5.717951333
LNPEP,5.716902333
SHCBP1,5.716812667
CCDC128,5.716261667
SPATA5L1,5.716016667
C14orf109,5.715230333
ADAM10,5.714920667
AD029,5.712511
HLAC,5.712215333
KLHL7,5.711935
CAMKK2,5.711751667
GOLGA2,5.711441333
JMJD5,5.710791667
LISCH,5.710746333
SLC9A3R2,5.710145667
TUBE,5.71007
EPB41L1,5.709262333
LUZP1,5.707365
METT5D1,5.707298
ARHGEF12,5.706574
ZNF768,5.705968667
SP3,5.705868
CGI-12,5.70563
MTND4,5.705620667
KIAA1299,5.705349667
CNN2,5.705279
HT2A,5.705004333
PHF23,5.703587
DDHD2,5.703133333
HSPA12A,5.702750333
RP11-274K13.6-003,5.70256
GNAO1,5.702291
RMND5A,5.701174
PI4K2A,5.701071
C5orf44,5.700994667
ATP5S,5.699542333
GALT,5.697181667
MIOS,5.696485
CENPU,5.695429
ARC77,5.694893333
APAF1,5.693763
UNP,5.693496667
ARA54,5.693408
FBXL1,5.690998
DIR1,5.690926333
GTF2H4,5.690636667
ASPP2,5.690446667
MAP7,5.688872667
EPS8,5.688828
CNSA3,5.688584667
RNF87,5.688346667
TSC2,5.688226
RALGPS2,5.687273
FOXRED1,5.686603667
ZHX1,5.685573667
C6orf133,5.684602667
DDX59,5.684553333
C8,5.684365
ANKS1,5.682323667
C7orf3,5.681540667
PAF65A,5.681370333
CIZ1,5.681042667
ERCC5,5.680693333
EMAP1,5.680619
CPNE2,5.680583667
PRR8,5.679971
C3orf60,5.679133333
ACAP2,5.679116333
AAG4,5.678996
C18orf8,5.678966333
POLR3F,5.678705333
COX11,5.678589333
SRR,5.678267667
KIAA1682,5.677910333
HSPC160,5.677449667
ZNF787,5.677159333
KIAA0391,5.676790333
BARA,5.676708667
RFP,5.675417
DAF,5.674809
C13orf3,5.673183333
CD98LC,5.672944
KIF3AP,5.672649
SECP43,5.672624
C14orf102,5.672042667
SRBD1,5.671411
FAM134C,5.671399
C8orf9,5.671310667
KIAA1668,5.670774
C2orf18,5.670204667
MOCS3,5.670171667
SOS1,5.668410333
FCHO2,5.668384667
PDIA5,5.667907
GMEB1,5.667530667
C6orf203,5.667327333
PAP2,5.666315
LACTB,5.665472667
C1orf139,5.664938667
CYFIP2,5.664722667
MOSC2,5.663199
MAGED1,5.662695333
LIN37,5.662547
GPI7,5.661567
ORNT1,5.661399667
UTX,5.660674
ACDP4,5.660296667
F538,5.659404
CLCN7,5.658516333
ATX3,5.655889667
ANKT,5.655874
RAB39B,5.655666667
LOK,5.655412
C11orf5,5.654974667
MLC1SA,5.654431
MLCK,5.654173
hCG_1685949,5.654111
AVEN,5.653716333
GOV,5.653635667
ARSA,5.653558667
CLP1,5.652774667
CCPG,5.652125
FARP2,5.652068667
CD9P1,5.651292667
CEB1,5.65055
DBI1,5.649261667
KIAA0591,5.648682
ENPEP,5.647748667
KIAA1175,5.647609333
NCE2,5.647305333
AAK1,5.646655667
KIAA0166,5.645966
CDC42BPB,5.645625333
CGI-64,5.645208333
TTC7B,5.645052667
ABCC1,5.644127333
ARHGAP12,5.643714667
VRK3,5.642962333
BKLHD2,5.642738
ARHGAP34,5.642504667
LPCAT3,5.642413667
KIAA1361,5.642066
CASP8,5.642012
KIAA0399,5.641057
FKHRL1,5.641044667
CACNA2D1,5.64099
HCF1,5.640801333
SYNRG,5.639317333
COL6A1,5.638785667
KIAA1011,5.638764667
CPS1,5.638634333
HHL,5.638428
MAPK13,5.637940667
ABAT,5.636673667
DUS2,5.636122333
DOCK4,5.635995
C1orf55,5.635886667
HHL,5.635429667
PPP1R6,5.634553
MMACHC,5.634538
C1orf82,5.634157333
DPE2,5.633513
ATP6V0A2,5.633425
BCR,5.633355
AKT3,5.6325
COE3,5.631902333
CWF19L2,5.631814
KIAA1230,5.631607333
TPD52L1,5.629987
BAZ2A,5.629858667
HIP12,5.629654
RP5-1042K10.7-008,5.629558333
CED6,5.628866667
RP11-334J6.5-004,5.628514667
RABL5,5.626426
MALT1,5.62608
KIAA0594,5.623529333
ARIP4,5.622366333
CANT1,5.621805667
QPRT,5.621304
FBX21,5.621208
SGK2,5.621062667
GPI8,5.620778333
INCENP,5.620766667
GSTT2,5.618909333
EFHD1,5.618718
NAG,5.618696333
IQGAP3,5.618320333
CGT,5.618183667
ATG2A,5.617104
Nbla00307,5.617048667
KIAA1012,5.616977333
DNM2,5.615871667
CLEC16A,5.615639
KIAA0370,5.613461333
CRMP3,5.612736667
AF9,5.611747
CCDC76,5.611689333
DADB-100D22.1-002,5.610596
MAP97,5.610529333
STAT5B,5.610340333
HMP,5.609781333
ACBD5,5.609
RAP80,5.608465333
CALIF,5.607339
GSE1,5.607041667
CAP2,5.606359333
CYTSA,5.604125667
STX3,5.604099
D9S57E,5.603362
C11orf2,5.602476
DNM,5.600982333
CPSB,5.600455333
CDV1,5.599908667
AYTL1,5.599742333
FI58G,5.598017
C9orf81,5.597633333
BUD13,5.597095
AF5Q31,5.596958
SAP130,5.596821
WDR47,5.596786333
BRD8,5.596297
HIN1,5.596128333
CMYA2,5.595610333
WDR13,5.593414
C22orf6,5.592896333
DOCK11,5.592877
HD,5.592160667
ERMP1,5.591354667
FBP30,5.591314333
KIAA1221,5.590100667
CCNL2,5.588715333
QSER1,5.587531
PI4KA,5.587351667
C8orf35,5.587137333
TRAPPC6B,5.587131667
KIAA1507,5.587032
KIAA0547,5.586296333
KIAA1047,5.585394
CGI-151,5.584247667
KIAA1090,5.583095667
BMI1,5.582670667
ARHGAP8,5.581838667
KIAA1974,5.581649
CBX6,5.580803333
KIAA0886,5.578706
CAGH32,5.578027667
KIAA1972,5.576658667
hCG_14669,5.576412333
MFT,5.575874333
WDR54,5.575413
PIG11,5.574031667
MTRF1A,5.574021
DBP5,5.573355667
C6orf106,5.572577
NARFL,5.571530667
C22orf8,5.571179667
MPDZ,5.569825667
ASAP,5.567806
SLC5A6,5.567793
C16orf58,5.567389333
HPIP,5.567239
FNRA,5.565667
HISPPD1,5.565653333
PHKB,5.563911333
H2AFY,5.563486667
ESCO2,5.563307333
AGPAT6,5.562914
TAF1B,5.562407
DFFB,5.561425667
FKSG19,5.561126
PLCG2,5.560697333
KIAA1579,5.560477
AER61,5.559703667
KAISO,5.558600333
NMOR2,5.557961667
TTF2,5.557769667
CHD3,5.557618333
KIAA0406,5.557443
FUT8,5.557208
EAR2,5.557177333
LUCA11.2,5.557068
SAS6,5.557057667
ARNIP,5.556378667
ARC100,5.555183
KIF15,5.554536333
CRELD2,5.554441
SNIP1,5.552984333
AGRP1,5.552216
TRUB2,5.551890333
ARFGEF1,5.551835333
FOXK2,5.551527
CYTH1,5.550437333
ARC33,5.549982667
MAN1B1,5.549464667
RAD18,5.549251
LMN1,5.549157333
KIF20A,5.548686
KIAA0216,5.548394
DPY19L1,5.547839667
GTPBP7,5.547545
TAF2G,5.547474
ATRC2,5.544997
BAT8,5.544310333
POLR3G,5.543373667
DNAJC6,5.543337
KIAA0402,5.541667
MANEAL,5.541216
ANO6,5.541142
B3GALT6,5.540962333
ASB3,5.539723
MPP7,5.537889
KIAA0213,5.537554333
SELM,5.537173
PRKG1,5.537119667
EIF4G1,5.536937667
GRB1,5.536903
SELO,5.536881333
PDLIM2,5.536459667
BBAP,5.536017667
CGI-38,5.535806667
GLCE,5.535707
MEIS1,5.535154667
CALC,5.535060333
AGPAT3,5.534089333
KIAA0824,5.533985
CYB5R4,5.533913
COG4,5.533757667
GIT2,5.533631
ANG1,5.532708667
KIAA1437,5.532088
DUS1L,5.531767667
C1orf12,5.530626
TDG,5.530129667
GLS,5.530024
SNX24,5.529314333
RETSAT,5.528913333
BAF190B,5.528355333
LANO,5.527698667
ABRA1,5.527648333
BEND3,5.527223667
AC004383.6-002,5.526566
IFT20,5.526189
MTRR,5.525898333
SIX4,5.524893333
SLBP,5.524244
FOR,5.523736
DLG3,5.523361
NTE,5.52299
RBM20,5.522728
MKNK1,5.521435667
FP977,5.521003
C4orf41,5.520771333
KIAA1274,5.519487667
FHOD2,5.519451667
ATP2C1,5.519111333
SVIL,5.518438
C2orf17,5.518381
PIGX,5.517940333
CHD2,5.517345333
ALL1,5.517218
CPSF3L,5.517173
ACSVL3,5.516736
KIAA0570,5.51626
QRSL1,5.515426667
NSPC1,5.514652333
C9orf40,5.513992
SOX11,5.513663667
CCDC138,5.513259333
VAV2,5.513231333
KIAA1458,5.512155
ALG13,5.511997
C15orf19,5.510963
EIF2AK4,5.510235333
LENG9,5.509722
CDHF9,5.509154
PDK1,5.509107333
TMEM127,5.508914
PIP5K1A,5.508895
ASYIP,5.508423667
CCDC115,5.507158
EIF2AK1,5.507082667
CXorf5,5.505616
IRS2,5.504709333
SNX11,5.504554
HARP,5.504507333
ERFAD,5.503702667
FLJ13984,5.503112
MAP4K3,5.503020667
ALS4,5.502895667
TTC32,5.502443
C1orf16,5.501429667
TOP3B,5.501331333
SLC6A8,5.501256667
PRKAR2B,5.501211667
C8orf52,5.501015333
RNF202,5.499832
AHCYL2,5.499817333
ANK3,5.499195667
CLASP2,5.497187
KIAA1403,5.497158333
FAAH,5.495397333
C17orf59,5.494536333
ERR1,5.494010333
DHODH,5.493972667
ARHGEF18,5.493794667
GOLGA5,5.493635333
CIN85,5.493485333
ARMS,5.493378333
DHC1B,5.493056667
CCDC5,5.492742667
ITFG2,5.492693
PCCA,5.492560667
CNOT10,5.492513
HLC6,5.492119667
ARID2,5.492042667
HIP14,5.491513667
C16orf41,5.491239333
TMEM120A,5.49095
KIAA1063,5.490617333
MFSD10,5.490077
MAGEB2,5.489907333
PKC2,5.488998
PCGF5,5.488844333
EPK2,5.488584
RNF81,5.488576
HRIHFB2436,5.488419
PPP2R5A,5.488324667
NS5ATP5,5.48796
CARMIL,5.487097667
SLC2A13,5.486418
CAV2,5.484768667
